Date,Demand,US Forecast,Prediction,RF Prediction,MLP Prediction,SVM Prediction
2018-03-26 16:00:00,18269.0,16983,16910.182847824388,18424.411937087938,11621.603626850027,14809.984322487682
2018-03-26 17:00:00,17979.0,16686,16572.707534678968,18630.02446319371,11433.735039136767,14472.509009342268
2018-03-26 18:00:00,17765.0,16539,16300.972669391704,18500.85491080195,12955.242552022155,14200.774144055
2018-03-26 19:00:00,17533.0,16423,16109.674323789932,18399.873253377697,12364.283955184465,14009.475798453228
2018-03-26 20:00:00,17428.0,16473,16103.837634666741,18429.73777461069,13121.829387631673,14003.639109330037
2018-03-26 21:00:00,17592.0,16718,16260.459659430613,18452.53403238976,13956.55661056094,14160.26113409391
2018-03-26 22:00:00,17904.0,17112,16490.6760631602,18693.41615282933,14930.113026891631,14390.477537823495
2018-03-26 23:00:00,18173.0,17459,16661.486279787434,18973.051712060507,13678.90143089225,14561.287754450732
2018-03-27 00:00:00,18827.0,18054,17137.890285448448,18496.47364758661,13518.286973372959,15037.691760111744
2018-03-27 01:00:00,19008.0,18114,17083.727696619684,19093.84149953936,10429.058424084276,14983.52917128298
2018-03-27 02:00:00,18310.0,17448,16504.863840556354,18474.519133438032,11154.649045396887,14404.66531521965
2018-03-27 03:00:00,17151.0,16325,15510.16232631134,16869.722611039684,12799.023174226177,13409.963800974636
2018-03-27 04:00:00,15935.0,15178,14476.001213275578,16081.446169869856,13377.537373551591,12375.802687938874
2018-03-27 05:00:00,15038.0,14441,13634.190243077925,15073.905653150096,12591.050310859231,11533.99171774122
2018-03-27 06:00:00,14621.0,14011,13070.297733624362,14406.048721940766,10160.835009570284,10970.099208287658
2018-03-27 07:00:00,14413.0,13771,12762.945870961355,14184.488090563955,8019.842752266751,10662.747345624652
2018-03-27 08:00:00,14369.0,13735,12668.540140176377,14235.572511299792,6321.335156170586,10568.341614839674
2018-03-27 09:00:00,14652.0,13991,12784.241654249478,14298.78978388144,6576.998801056996,10684.043128912774
2018-03-27 10:00:00,15654.0,14857,13655.927584229968,15239.6834955901,13790.593113322217,11555.729058893265
2018-03-27 11:00:00,17348.0,16493,15321.124440924335,15912.675123989296,11711.65981855589,13220.925915587632
2018-03-27 12:00:00,18458.0,17534,16414.662941535917,16796.70882658684,12939.706410412004,14314.464416199211
2018-03-27 13:00:00,18778.0,17739,16782.319846824365,17763.956401302206,12522.478703266472,14682.121321487659
2018-03-27 14:00:00,18745.0,17791,16778.265743084456,18304.89376462837,11903.278723708732,14678.067217747752
2018-03-27 15:00:00,18655.0,17603,16616.197539460984,18656.045894773728,10922.829463293678,14515.999014124282
2018-03-27 16:00:00,18653.0,17380,16366.191636368658,18528.831392667955,10401.73024525972,14265.993111031954
2018-03-27 17:00:00,18496.0,17143,16028.412302078672,18375.844696525426,8633.8006318079,13928.213776741968
2018-03-27 18:00:00,18426.0,17041,15756.525358464149,18324.8218986651,7970.103226288274,13656.326833127443
2018-03-27 19:00:00,18392.0,16936,15565.646908616265,17742.2556184166,12722.341012562689,13465.448383279561
2018-03-27 20:00:00,18505.0,16953,15561.117037941882,17684.925261980192,15482.773640659461,13460.918512605178
2018-03-27 21:00:00,18836.0,17103,15718.185165121811,17875.744428474463,12874.577640194562,13617.98663978511
2018-03-27 22:00:00,19143.0,17312,15948.590505938171,18165.428096486332,15386.294334008284,13848.39198060147
2018-03-27 23:00:00,19296.0,17515,16118.944128028948,18752.197136784318,15572.92546071176,14018.745602692243
2018-03-28 00:00:00,19634.0,18021,16594.24600810954,18565.415124382198,13403.499326421472,14494.047482772838
2018-03-28 01:00:00,19223.0,18024,16539.747533391495,18659.315012553896,14530.164142952957,14439.549008054793
2018-03-28 02:00:00,18411.0,17395,15961.68140642522,17833.607492846386,15454.16226672736,13861.482881088516
2018-03-28 03:00:00,17199.0,16285,14967.919323145146,16645.357154454054,13078.554098618768,12867.720797808444
2018-03-28 04:00:00,15961.0,15130,13934.587428500672,15565.697228067202,13476.172897638156,11834.388903163966
2018-03-28 05:00:00,15000.0,14183,13092.65050107965,13804.381857801296,14313.511023921565,10992.451975742948
2018-03-28 06:00:00,14521.0,13687,12528.269907384038,14126.445187291201,11727.30024980396,10428.071382047334
2018-03-28 07:00:00,14216.0,13406,12220.513931961415,13768.231365811109,9811.717694794317,10120.315406624712
2018-03-28 08:00:00,14093.0,13330,12125.851038511208,13842.383237329206,10664.756735902074,10025.652513174506
2018-03-28 09:00:00,14299.0,13549,12240.61312162354,13824.184987546874,10372.204771304965,10140.414596286835
2018-03-28 10:00:00,15217.0,14413,13111.982239188257,14519.878380078133,15232.454019102524,11011.783713851553
2018-03-28 11:00:00,16954.0,16175,14776.925968110068,15970.852388996062,16279.47267933304,12676.727442773365
2018-03-28 12:00:00,18138.0,17326,15870.314067754658,16178.493084140222,15438.695920391765,13770.115542417954
2018-03-28 13:00:00,18596.0,17699,16238.129378382388,17744.331967499555,14580.96968142839,14137.930853045684
2018-03-28 14:00:00,18831.0,17882,16234.202135323892,18227.324895240683,14952.211571087086,14134.003609987187
2018-03-28 15:00:00,18832.0,17825,16072.22052229913,18268.880009354536,13239.138209986097,13972.021996962429
2018-03-28 16:00:00,18672.0,17634,15822.348498582222,18177.084433630615,14650.680608411147,13722.149973245518
2018-03-28 17:00:00,18379.0,17368,15484.650993199035,17863.808484275123,13112.054901274252,13384.452467862331
2018-03-28 18:00:00,18205.0,17212,15212.804982274523,18068.880560695805,13795.18416477018,13112.60645693782
2018-03-28 19:00:00,18050.0,16982,15021.81351525292,17947.648974767675,12683.990844362004,12921.614989916216
2018-03-28 20:00:00,18033.0,16885,15016.931907447872,18011.51964947368,12171.03903680995,12916.733382111168
2018-03-28 21:00:00,18160.0,16961,15173.879963791682,18070.657525119143,11469.251023300689,13073.681438454976
2018-03-28 22:00:00,18383.0,17115,15404.23445118702,17939.206517046867,11192.378139471975,13304.035925850316
2018-03-28 23:00:00,18470.0,17296,15574.710968123882,17825.08776997895,11844.893952955703,13474.512442787178
2018-03-29 00:00:00,18822.0,17788,16050.309491161765,18300.327211505588,11201.734594756708,13950.11096582506
2018-03-29 01:00:00,18690.0,17803,15995.901421915903,18441.88585160972,11266.882816070205,13895.7028965792
2018-03-29 02:00:00,17949.0,17156,15417.620581923571,17137.776734611383,12505.477183337734,13317.422056586867
2018-03-29 03:00:00,16712.0,16034,14423.605645806618,16409.032046308,11138.842131897169,12323.407120469918
2018-03-29 04:00:00,15438.0,14868,13390.050562625196,14883.33419485402,11530.06337794323,11289.85203728849
2018-03-29 05:00:00,14553.0,13847,12548.14753726025,14036.590315071498,10688.739949731094,10447.949011923549
2018-03-29 06:00:00,14042.0,13336,11983.898314032342,13387.564294326223,9309.17852401734,9883.699788695638
2018-03-29 07:00:00,13709.0,13058,11676.251107706652,13383.690510533272,7754.430732538993,9576.05258236995
2018-03-29 08:00:00,13619.0,12988,11581.6574309545,13622.752531065058,7584.658249072045,9481.458905617796
2018-03-29 09:00:00,13840.0,13219,11696.67236690259,13635.195520120486,8348.686080712789,9596.473841565887
2018-03-29 10:00:00,14719.0,14103,12568.126756212729,14462.569532150012,7854.300944013359,10467.928230876028
2018-03-29 11:00:00,16425.0,15896,14233.13861581979,16805.393420725923,11318.995682595678,12132.940090483084
2018-03-29 12:00:00,17584.0,17061,15326.567196683962,16363.474631199702,13182.338140051004,13226.368671347258
2018-03-29 13:00:00,18156.0,17438,15694.339871672768,17567.362775474445,12016.5604591508,13594.141346336068
2018-03-29 14:00:00,18440.0,17683,15690.378483387663,17952.219770527627,12148.609968743342,13590.17995805096
2018-03-29 15:00:00,18643.0,17648,15528.37356404307,18278.54582186344,10324.08989864338,13428.175038706364
2018-03-29 16:00:00,18638.0,17493,15278.465505980757,18300.32424894321,11078.618702200043,13178.266980644054
2018-03-29 17:00:00,18529.0,17259,14940.74597591242,18054.063647778145,10327.249260206845,12840.547450575716
2018-03-29 18:00:00,18473.0,17127,14668.88894773685,17820.16136226063,10181.943916770218,12568.690422400146
2018-03-29 19:00:00,18282.0,16932,14477.927899888191,17670.591132167752,8961.715827436288,12377.729374551487
2018-03-29 20:00:00,18160.0,16854,14473.140964001192,17664.60635172436,10005.952860314725,12372.942438664488
2018-03-29 21:00:00,18252.0,16886,14630.121338048668,17699.086792318376,9248.331472347996,12529.922812711962
2018-03-29 22:00:00,18432.0,16945,14860.489512912536,17871.810181812787,10802.35289916153,12760.290987575832
2018-03-29 23:00:00,18452.0,17076,15030.932952048444,18057.0581324779,13249.90237646292,12930.73442671174
2018-03-30 00:00:00,18731.0,17524,15506.451632057844,17871.950996893196,12546.58022110367,13406.25310672114
2018-03-30 01:00:00,18485.0,17537,15452.019229698679,17964.590202587387,11733.82733412978,13351.820704361975
