Date,Demand,US Forecast,Prediction,RF Prediction,MLP Prediction,SVM Prediction
2015-07-16 01:00:00,36670.0,37433,36421.53478265717,0.0,0.0,0.0
2015-07-16 02:00:00,37012.0,36619,36465.605575008776,0.0,0.0,0.0
2015-07-16 03:00:00,36552.0,35369,35797.05301701602,0.0,0.0,0.0
2015-07-16 04:00:00,35463.0,35005,34658.96168321461,0.0,0.0,0.0
2015-07-16 05:00:00,34715.0,33958,34190.570563489884,0.0,0.0,0.0
2015-07-16 06:00:00,33339.0,31271,32855.561331310586,0.0,0.0,0.0
2015-07-16 07:00:00,30445.0,28588,30037.437549119422,0.0,0.0,0.0
2015-07-16 08:00:00,27770.0,26239,27421.560631117474,0.0,0.0,0.0
2015-07-16 09:00:00,25961.0,24933,25584.496132574764,0.0,0.0,0.0
2015-07-16 10:00:00,24722.0,24129,24348.03853221711,0.0,0.0,0.0
2015-07-16 11:00:00,23864.0,23693,23556.38701411317,0.0,0.0,0.0
2015-07-16 12:00:00,23475.0,23894,23495.346332122783,0.0,0.0,0.0
2015-07-16 13:00:00,23733.0,24635,23657.134589408062,0.0,0.0,0.0
2015-07-16 14:00:00,24617.0,25639,24292.992353352452,0.0,0.0,0.0
2015-07-16 15:00:00,25565.0,27212,24972.568940538258,0.0,0.0,0.0
2015-07-16 16:00:00,27195.0,28707,27367.0169198106,0.0,0.0,0.0
2015-07-16 17:00:00,28504.0,30175,28534.50359603377,0.0,0.0,0.0
2015-07-16 18:00:00,29689.0,31706,29318.043215252485,0.0,0.0,0.0
2015-07-16 19:00:00,30714.0,32961,30300.645408615197,0.0,0.0,0.0
2015-07-16 20:00:00,31971.0,34036,31278.6172497566,0.0,0.0,0.0
2015-07-16 21:00:00,33078.0,35475,32133.712082857,0.0,0.0,0.0
2015-07-16 22:00:00,34576.0,36842,33377.024721973685,0.0,0.0,0.0
2015-07-16 23:00:00,35939.0,37869,34598.6844943898,0.0,0.0,0.0
2015-07-17 00:00:00,36975.0,38486,35738.110739792624,0.0,0.0,0.0
2015-07-17 01:00:00,37621.0,38394,37773.13824349601,0.0,0.0,0.0
2015-07-17 02:00:00,37701.0,37590,37985.285722590896,0.0,0.0,0.0
2015-07-17 03:00:00,37089.0,36294,37459.93053516466,0.0,0.0,0.0
2015-07-17 04:00:00,35885.0,35645,36347.836491622125,0.0,0.0,0.0
2015-07-17 05:00:00,35219.0,34461,35695.24012750011,0.0,0.0,0.0
2015-07-17 06:00:00,33850.0,31552,34325.38713125892,0.0,0.0,0.0
2015-07-17 07:00:00,30936.0,28668,31475.507393222382,0.0,0.0,0.0
2015-07-17 08:00:00,28270.0,26700,28842.926223176964,0.0,0.0,0.0
2015-07-17 09:00:00,26375.0,25525,27013.980162935484,0.0,0.0,0.0
2015-07-17 10:00:00,25136.0,24579,25726.12449516228,0.0,0.0,0.0
2015-07-17 11:00:00,24161.0,24063,24917.892789821235,0.0,0.0,0.0
2015-07-17 12:00:00,23991.0,24231,24696.796897035,0.0,0.0,0.0
2015-07-17 13:00:00,24216.0,25029,24955.118171685164,0.0,0.0,0.0
