TIDC,2015,27,416.1166666666667
AEC,2015,27,564.0083333333333
JEA,2015,27,1795.85
AVA,2015,27,1420.725
EPE,2015,27,1178.5083333333334
NWMT,2015,27,1422.225
NEVP,2015,27,5918.325
PACE,2015,27,6933.958333333333
DUK,2015,27,11790.058333333332
LDWP,2015,27,3529.1916666666666
MISO,2015,27,74927.95
CPLE,2015,27,7488.791666666667
TAL,2015,27,323.675
FMPP,2015,27,2366.3
AECI,2015,27,2304.5916666666667
NSB,2015,27,60.09166666666667
GVL,2015,27,244.24166666666667
PSCO,2015,27,5924.633333333333
BPAT,2015,27,6255.579545454545
NYIS,2015,27,18260.95
BANC,2015,27,2624.1
FPC,2015,27,7091.358333333334
SRP,2015,27,4409.55
SEC,2015,27,168.15
LGEE,2015,27,3915.9166666666665
PACW,2015,27,2212.483333333333
GCPD,2015,27,693.7416666666667
OVEC,2015,27,65.10084033613445
PNM,2015,27,1893.175
CPLW,2015,27,496.75
PGE,2015,27,2795.475
PJM,2015,27,86828.5
ERCO,2015,27,44567.816666666666
ISNE,2015,27,14132.583333333334
AZPS,2015,27,4743.141666666666
IPCO,2015,27,2941.875
CISO,2015,27,30714.058333333334
TEPC,2015,27,1916.4166666666667
CHPD,2015,27,463.0833333333333
TPWR,2015,27,523.4
TEC,2015,27,2828.3083333333334
PSEI,2015,27,3356.0833333333335
WACM,2015,27,3134.8
DOPD,2015,27,202.44166666666666
HST,2015,27,74.60504201680672
SPA,2015,27,85.49166666666666
SCEG,2015,27,2916.0
EEI,2015,27,0.0
SOCO,2015,27,27958.308333333334
IID,2015,27,550.3928571428571
FPL,2015,27,16341.358333333334
TVA,2015,27,17038.975
SCL,2015,27,1062.1
SWPP,2015,27,30123.258333333335
WALC,2015,27,1137.4416666666666
SC,2015,27,3340.925
TEC,2015,28,2793.279761904762
LDWP,2015,28,3213.779761904762
JEA,2015,28,1864.5059523809523
BPAT,2015,28,6173.059523809524
SOCO,2015,28,32841.666666666664
PSEI,2015,28,3311.5416666666665
NWMT,2015,28,1333.9285714285713
WALC,2015,28,1109.9166666666667
CHPD,2015,28,454.23214285714283
OVEC,2015,28,70.01190476190476
PJM,2015,28,99897.61904761905
FMPP,2015,28,2390.5
PACE,2015,28,6116.833333333333
BANC,2015,28,2077.1130952380954
TVA,2015,28,21055.958333333332
PGE,2015,28,2608.220238095238
PNM,2015,28,1702.9642857142858
LGEE,2015,28,4468.660714285715
DOPD,2015,28,192.2797619047619
PSCO,2015,28,4916.565476190476
TPWR,2015,28,506.51785714285717
CPLE,2015,28,8632.892857142857
AZPS,2015,28,4445.5297619047615
SCEG,2015,28,3419.6964285714284
NYIS,2015,28,21004.190476190477
CISO,2015,28,28080.98214285714
GVL,2015,28,272.2559523809524
NEVP,2015,28,4858.738095238095
ERCO,2015,28,47699.89880952381
SRP,2015,28,4268.488095238095
FPL,2015,28,16734.14880952381
HST,2015,28,76.05952380952381
AECI,2015,28,2310.3333333333335
SEC,2015,28,174.58333333333334
ISNE,2015,28,16376.190476190477
MISO,2015,28,82137.35714285714
TAL,2015,28,371.76190476190476
IPCO,2015,28,2522.1428571428573
AEC,2015,28,625.3869047619048
GCPD,2015,28,680.1309523809524
SCL,2015,28,1047.8511904761904
CPLW,2015,28,586.0535714285714
TEPC,2015,28,1903.9464285714287
DUK,2015,28,14164.095238095239
FPC,2015,28,7087.476190476191
TIDC,2015,28,347.76785714285717
EEI,2015,28,0.0
AVA,2015,28,1352.2916666666667
IID,2015,28,394.01785714285717
EPE,2015,28,1167.8214285714287
SPA,2015,28,89.94047619047619
NSB,2015,28,59.595238095238095
SC,2015,28,3725.7678571428573
PACW,2015,28,1952.392857142857
WACM,2015,28,2955.9226190476193
SWPP,2015,28,29628.64285714286
MISO,2015,29,91290.03571428571
WACM,2015,29,3142.6071428571427
NWMT,2015,29,1281.6130952380952
BANC,2015,29,2352.2261904761904
DUK,2015,29,13851.369047619048
PNM,2015,29,1796.0833333333333
TIDC,2015,29,371.7738095238095
DOPD,2015,29,175.13690476190476
TVA,2015,29,22180.160714285714
SEC,2015,29,180.1845238095238
TAL,2015,29,389.60714285714283
SCEG,2015,29,3490.8333333333335
ERCO,2015,29,50569.23809523809
IPCO,2015,29,2261.6369047619046
PJM,2015,29,102594.97023809524
IID,2015,29,421.8690476190476
FPL,2015,29,16043.89880952381
BPAT,2015,29,6089.4047619047615
PGE,2015,29,2496.8333333333335
NSB,2015,29,60.148809523809526
GCPD,2015,29,666.9345238095239
CPLW,2015,29,579.9464285714286
CPLE,2015,29,8270.666666666666
TEPC,2015,29,1906.1666666666667
FPC,2015,29,6968.410714285715
SPA,2015,29,84.25
NYIS,2015,29,21047.315476190477
WALC,2015,29,1097.7261904761904
PSCO,2015,29,5356.113095238095
AEC,2015,29,674.1607142857143
AVA,2015,29,1213.5119047619048
OVEC,2015,29,85.94047619047619
GVL,2015,29,280.76785714285717
TPWR,2015,29,506.73809523809524
JEA,2015,29,1958.5714285714287
PSEI,2015,29,3249.6190476190477
AZPS,2015,29,4705.125
CHPD,2015,29,435.23214285714283
AECI,2015,29,2879.7321428571427
PACW,2015,29,1846.5868263473053
PACE,2015,29,6224.934131736527
ISNE,2015,29,16274.886904761905
TEC,2015,29,2714.4940476190477
SCL,2015,29,1041.375
SOCO,2015,29,34181.369047619046
CISO,2015,29,29729.333333333332
SRP,2015,29,4465.333333333333
FMPP,2015,29,2393.845238095238
LGEE,2015,29,4888.375
HST,2015,29,68.04761904761905
LDWP,2015,29,3529.8928571428573
